,URL,ingredient
0,https://www.allrecipes.com/recipe/7016/french-toast-i/,6 thick slices bread
1,https://www.allrecipes.com/recipe/7016/french-toast-i/,2 eggs
2,https://www.allrecipes.com/recipe/7016/french-toast-i/,2/3 cup milk
3,https://www.allrecipes.com/recipe/7016/french-toast-i/,1/4 teaspoon ground cinnamon (optional)
4,https://www.allrecipes.com/recipe/7016/french-toast-i/,1/4 teaspoon ground nutmeg (optional)
5,https://www.allrecipes.com/recipe/7016/french-toast-i/,1 teaspoon vanilla extract (optional)
6,https://www.allrecipes.com/recipe/7016/french-toast-i/,salt to taste
0,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,5 cups bread cubes
1,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,4 eggs
2,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,1 1/2 cups milk
3,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,"1/4 cup white sugar, divided"
4,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,1/4 teaspoon salt
5,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,1 teaspoon vanilla extract
6,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,"1 tablespoon margarine, softened"
7,https://www.allrecipes.com/recipe/22389/french-toast-casserole/,1 teaspoon ground cinnamon
0,https://www.allrecipes.com/recipe/6687/banana-bread/,1 1/2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/6687/banana-bread/,1 teaspoon baking soda
2,https://www.allrecipes.com/recipe/6687/banana-bread/,1/2 teaspoon salt
3,https://www.allrecipes.com/recipe/6687/banana-bread/,1 cup white sugar
4,https://www.allrecipes.com/recipe/6687/banana-bread/,"2 eggs, beaten"
5,https://www.allrecipes.com/recipe/6687/banana-bread/,"1/4 cup butter, melted"
6,https://www.allrecipes.com/recipe/6687/banana-bread/,"3 bananas, mashed"
0,https://www.allrecipes.com/recipe/21551/quick-quiche/,8 slices bacon
1,https://www.allrecipes.com/recipe/21551/quick-quiche/,4 ounces shredded Swiss cheese
2,https://www.allrecipes.com/recipe/21551/quick-quiche/,"2 tablespoons butter, melted"
3,https://www.allrecipes.com/recipe/21551/quick-quiche/,"4 eggs, beaten"
4,https://www.allrecipes.com/recipe/21551/quick-quiche/,1/4 cup finely chopped onion
5,https://www.allrecipes.com/recipe/21551/quick-quiche/,1 teaspoon salt
6,https://www.allrecipes.com/recipe/21551/quick-quiche/,1/2 cup all-purpose flour
7,https://www.allrecipes.com/recipe/21551/quick-quiche/,1 1/2 cups milk
0,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,2 tablespoons butter
1,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,"1 onion, minced"
2,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,1 teaspoon minced garlic
3,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,2 cups chopped fresh broccoli
4,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,1 (9 inch) unbaked pie crust
5,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,1 1/2 cups shredded mozzarella cheese
6,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,"4 eggs, well beaten"
7,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,1 1/2 cups milk
8,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,1 teaspoon salt
9,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,1/2 teaspoon black pepper
10,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,"1 tablespoon butter, melted"
0,https://www.allrecipes.com/recipe/45396/easy-pancakes/,1 cup all-purpose flour
1,https://www.allrecipes.com/recipe/45396/easy-pancakes/,2 tablespoons white sugar
2,https://www.allrecipes.com/recipe/45396/easy-pancakes/,2 teaspoons baking powder
3,https://www.allrecipes.com/recipe/45396/easy-pancakes/,1 teaspoon salt
4,https://www.allrecipes.com/recipe/45396/easy-pancakes/,"1 egg, beaten"
5,https://www.allrecipes.com/recipe/45396/easy-pancakes/,1 cup milk
6,https://www.allrecipes.com/recipe/45396/easy-pancakes/,2 tablespoons vegetable oil
0,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,1 1/4 cups all-purpose flour
1,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,1/2 teaspoon salt
2,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,1 tablespoon baking powder
3,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,1 1/4 teaspoons white sugar
4,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,1 egg
5,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,1 cup milk
6,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,"1/2 tablespoon butter, melted"
7,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,"1/2 cup frozen blueberries, thawed"
0,https://www.allrecipes.com/recipe/20461/pancakes-i/,1 cup all-purpose flour
1,https://www.allrecipes.com/recipe/20461/pancakes-i/,1 tablespoon white sugar
2,https://www.allrecipes.com/recipe/20461/pancakes-i/,1 teaspoon baking powder
3,https://www.allrecipes.com/recipe/20461/pancakes-i/,1/2 teaspoon baking soda
4,https://www.allrecipes.com/recipe/20461/pancakes-i/,1/4 teaspoon salt
5,https://www.allrecipes.com/recipe/20461/pancakes-i/,1 cup milk
6,https://www.allrecipes.com/recipe/20461/pancakes-i/,1 egg
7,https://www.allrecipes.com/recipe/20461/pancakes-i/,2 tablespoons vegetable oil
0,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,3 cups all-purpose flour
1,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,1 tablespoon baking powder
2,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,1/3 cup white sugar
3,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,1 teaspoon salt
4,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,1 teaspoon baking soda
5,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,"1 egg, lightly beaten"
6,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,2 cups buttermilk
7,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/,"1/4 cup butter, melted"
0,https://www.allrecipes.com/recipe/50523/clarks-quiche/,1/2 pound thick sliced bacon
1,https://www.allrecipes.com/recipe/50523/clarks-quiche/,"1 (10 ounce) package frozen chopped spinach, thawed"
2,https://www.allrecipes.com/recipe/50523/clarks-quiche/,1 (8 ounce) container sour cream
3,https://www.allrecipes.com/recipe/50523/clarks-quiche/,salt and pepper to taste
4,https://www.allrecipes.com/recipe/50523/clarks-quiche/,2 (9 inch) unbaked pie crusts
5,https://www.allrecipes.com/recipe/50523/clarks-quiche/,2 tablespoons olive oil
6,https://www.allrecipes.com/recipe/50523/clarks-quiche/,"1 onion, finely diced"
7,https://www.allrecipes.com/recipe/50523/clarks-quiche/,"1/2 pound fresh mushrooms, finely diced"
8,https://www.allrecipes.com/recipe/50523/clarks-quiche/,2 cups finely diced smoked ham
9,https://www.allrecipes.com/recipe/50523/clarks-quiche/,"8 ounces Monterey Jack cheese, shredded"
10,https://www.allrecipes.com/recipe/50523/clarks-quiche/,"8 ounces Cheddar cheese, shredded"
11,https://www.allrecipes.com/recipe/50523/clarks-quiche/,"4 ounces Parmesan cheese, grated"
12,https://www.allrecipes.com/recipe/50523/clarks-quiche/,8 eggs
13,https://www.allrecipes.com/recipe/50523/clarks-quiche/,1 1/2 cups half-and-half cream
14,https://www.allrecipes.com/recipe/50523/clarks-quiche/,1 tablespoon dried parsley
15,https://www.allrecipes.com/recipe/50523/clarks-quiche/,salt and pepper to taste
0,https://www.allrecipes.com/recipe/98390/megans-granola/,8 cups rolled oats
1,https://www.allrecipes.com/recipe/98390/megans-granola/,1 1/2 cups wheat germ
2,https://www.allrecipes.com/recipe/98390/megans-granola/,1 1/2 cups oat bran
3,https://www.allrecipes.com/recipe/98390/megans-granola/,1 cup sunflower seeds
4,https://www.allrecipes.com/recipe/98390/megans-granola/,1 cup finely chopped almonds
5,https://www.allrecipes.com/recipe/98390/megans-granola/,1 cup finely chopped pecans
6,https://www.allrecipes.com/recipe/98390/megans-granola/,1 cup finely chopped walnuts
7,https://www.allrecipes.com/recipe/98390/megans-granola/,1 1/2 teaspoons salt
8,https://www.allrecipes.com/recipe/98390/megans-granola/,1/2 cup brown sugar
9,https://www.allrecipes.com/recipe/98390/megans-granola/,1/4 cup maple syrup
10,https://www.allrecipes.com/recipe/98390/megans-granola/,3/4 cup honey
11,https://www.allrecipes.com/recipe/98390/megans-granola/,1 cup vegetable oil
12,https://www.allrecipes.com/recipe/98390/megans-granola/,1 tablespoon ground cinnamon
13,https://www.allrecipes.com/recipe/98390/megans-granola/,1 tablespoon vanilla extract
14,https://www.allrecipes.com/recipe/98390/megans-granola/,2 cups raisins or sweetened dried cranberries
0,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1 cup mashed bananas
1,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1 cup sour cream
2,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1/4 cup margarine
3,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1 1/3 cups white sugar
4,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,2 eggs
5,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1 teaspoon vanilla extract
6,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,2 cups all-purpose flour
7,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1 teaspoon baking soda
8,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1 teaspoon baking powder
9,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/,1/4 teaspoon salt
0,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,3 eggs
1,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,1 cup vegetable oil
2,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,2 cups white sugar
3,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,2 cups grated zucchini
4,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,2 teaspoons vanilla extract
5,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,3 cups all-purpose flour
6,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,3 teaspoons ground cinnamon
7,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,1 teaspoon baking soda
8,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,1/4 teaspoon baking powder
9,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,1 teaspoon salt
10,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/,1/2 cup chopped walnuts
0,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,1 cup soy milk
1,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,1/2 cup rolled oats
2,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,"1 banana, broken into chunks"
3,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,14 frozen strawberries
4,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,1/2 teaspoon vanilla extract
5,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,1 1/2 teaspoons white sugar
0,https://www.allrecipes.com/recipe/24532/sausage-casserole/,1 pound sage flavored breakfast sausage
1,https://www.allrecipes.com/recipe/24532/sausage-casserole/,"3 cups shredded potatoes, drained and pressed"
2,https://www.allrecipes.com/recipe/24532/sausage-casserole/,"1/4 cup butter, melted"
3,https://www.allrecipes.com/recipe/24532/sausage-casserole/,"12 ounces mild Cheddar cheese, shredded"
4,https://www.allrecipes.com/recipe/24532/sausage-casserole/,"1/2 cup onion, shredded"
5,https://www.allrecipes.com/recipe/24532/sausage-casserole/,1 (16 ounce) container small curd cottage cheese
6,https://www.allrecipes.com/recipe/24532/sausage-casserole/,6 jumbo eggs
0,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1/2 teaspoon baking soda
2,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1 cup white sugar
3,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1 egg
4,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,5 tablespoons milk
5,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1 teaspoon baking powder
6,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1/2 teaspoon salt
7,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1/2 cup margarine
8,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1 cup mashed bananas
9,https://www.allrecipes.com/recipe/6765/4h-banana-bread/,1/2 cup chopped walnuts (optional)
0,https://www.allrecipes.com/recipe/9353/strawberry-bread/,2 cups fresh strawberries
1,https://www.allrecipes.com/recipe/9353/strawberry-bread/,3 1/8 cups all-purpose flour
2,https://www.allrecipes.com/recipe/9353/strawberry-bread/,2 cups white sugar
3,https://www.allrecipes.com/recipe/9353/strawberry-bread/,1 tablespoon ground cinnamon
4,https://www.allrecipes.com/recipe/9353/strawberry-bread/,1 teaspoon salt
5,https://www.allrecipes.com/recipe/9353/strawberry-bread/,1 teaspoon baking soda
6,https://www.allrecipes.com/recipe/9353/strawberry-bread/,1 1/4 cups vegetable oil
7,https://www.allrecipes.com/recipe/9353/strawberry-bread/,"4 eggs, beaten"
8,https://www.allrecipes.com/recipe/9353/strawberry-bread/,1 1/4 cups chopped pecans
0,https://www.allrecipes.com/recipe/27188/crepes/,2 eggs
1,https://www.allrecipes.com/recipe/27188/crepes/,1 cup milk
2,https://www.allrecipes.com/recipe/27188/crepes/,2/3 cup all-purpose flour
3,https://www.allrecipes.com/recipe/27188/crepes/,1 pinch salt
4,https://www.allrecipes.com/recipe/27188/crepes/,1 1/2 teaspoons vegetable oil
0,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,"1/2 cup margarine, softened"
1,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,"1 (8 ounce) package cream cheese, softened"
2,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,1 1/4 cups white sugar
3,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,2 eggs
4,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,1 cup mashed bananas
5,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,1 teaspoon vanilla extract
6,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,2 1/4 cups all-purpose flour
7,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,1 1/2 teaspoons baking powder
8,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,1/2 teaspoon baking soda
9,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,3/4 cup chopped pecans
10,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,2 tablespoons brown sugar
11,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/,2 teaspoons ground cinnamon
0,https://www.allrecipes.com/recipe/21649/sausage-balls/,1 pound ground pork sausage
1,https://www.allrecipes.com/recipe/21649/sausage-balls/,2 cups biscuit baking mix
2,https://www.allrecipes.com/recipe/21649/sausage-balls/,"1 pound sharp Cheddar cheese, shredded"
0,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1 cup white sugar
2,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,2 teaspoons baking powder
3,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1/2 teaspoon baking soda
4,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1 1/2 teaspoons ground cinnamon
5,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1 teaspoon salt
6,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1 cup buttermilk
7,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1/4 cup vegetable oil
8,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,2 eggs
9,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,2 teaspoons vanilla extract
10,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,2 tablespoons white sugar
11,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,1 teaspoon ground cinnamon
12,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,2 teaspoons margarine
0,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,"8 strawberries, hulled"
1,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,1/2 cup skim milk
2,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,1/2 cup plain yogurt
3,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,3 tablespoons white sugar
4,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,2 teaspoons vanilla extract
5,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,"6 cubes ice, crushed"
0,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,5 eggs
1,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,1 1/2 cups milk
2,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,"6 tablespoons butter, melted"
3,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,5 cups buttermilk
4,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,5 cups all-purpose flour
5,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,5 teaspoons baking powder
6,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,5 teaspoons baking soda
7,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,1 pinch salt (optional)
8,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/,5 tablespoons sugar
0,https://www.allrecipes.com/recipe/19037/dessert-crepes/,"4 eggs, lightly beaten"
1,https://www.allrecipes.com/recipe/19037/dessert-crepes/,1 1/3 cups milk
2,https://www.allrecipes.com/recipe/19037/dessert-crepes/,"2 tablespoons butter, melted"
3,https://www.allrecipes.com/recipe/19037/dessert-crepes/,1 cup all-purpose flour
4,https://www.allrecipes.com/recipe/19037/dessert-crepes/,2 tablespoons white sugar
5,https://www.allrecipes.com/recipe/19037/dessert-crepes/,1/2 teaspoon salt
0,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,1/2 cup unsalted butter
1,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,1 cup packed brown sugar
2,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,2 tablespoons corn syrup
3,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,6 (1-inch thick) slices French bread
4,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,5 eggs
5,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,1 1/2 cups half-and-half cream
6,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,1 teaspoon vanilla extract
7,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,1 teaspoon brandy-based orange liqueur (such as Grand Marnier®)
8,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/,1/4 teaspoon salt
0,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/,1 cup flour
1,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/,1 teaspoon salt
2,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/,1 teaspoon baking soda
3,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/,1 egg
4,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/,1 1/8 cups buttermilk
5,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/,"2 tablespoons butter, melted"
0,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1/2 cup all-purpose flour
1,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1/2 cup quick cooking oats
2,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1 tablespoon white sugar
3,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1 teaspoon baking powder
4,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1/2 teaspoon baking soda
5,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1/2 teaspoon salt
6,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,3/4 cup buttermilk
7,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1 teaspoon vanilla extract
8,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,2 tablespoons vegetable oil
9,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,1 egg
0,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,1 cup white sugar
1,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,1/2 cup vegetable oil
2,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,1 egg
3,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,"3 ripe bananas, mashed"
4,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,1/4 cup chopped walnuts
5,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,2 cups all-purpose flour
6,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,1 teaspoon baking soda
7,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,1/2 teaspoon salt
0,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/,1 pound pork sausage
1,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/,1 (8 ounce) package refrigerated crescent roll dough
2,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/,"8 eggs, beaten"
3,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/,2 cups shredded mozzarella cheese
4,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/,2 cups shredded Cheddar cheese
5,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/,1 teaspoon dried oregano
0,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,1 1/2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,3 1/2 teaspoons baking powder
2,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,1 teaspoon salt
3,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,1 tablespoon white sugar
4,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,"3 tablespoons butter, melted"
5,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,1 egg
6,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,1 1/4 cups milk
7,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/,cooking spray
0,https://www.allrecipes.com/recipe/23389/easy-quiche/,2 cups milk
1,https://www.allrecipes.com/recipe/23389/easy-quiche/,4 eggs
2,https://www.allrecipes.com/recipe/23389/easy-quiche/,3/4 cup biscuit baking mix
3,https://www.allrecipes.com/recipe/23389/easy-quiche/,"1/4 cup butter, softened"
